Codigo;Mes;Demanda_Unid
CPE-00343;2024-07-01;63,0
CPE-00344;2022-05-01;62,0
CPE-00345;2025-12-01;0,0
CPE-00346;2023-03-01;87,0
CPE-00346;2024-07-01;16,0
CPE-00348;2024-05-01;0,0
CPE-00349;2023-03-01;31,0
CPE-00350;2020-07-01;52,0
CPE-00351;2022-12-01;0,0
CPE-00351;2023-04-01;17,0
CPE-00351;2024-07-01;91,0
CPE-00352;2023-03-01;26,0
CPE-00353;2022-11-01;60,0
CPE-00355;2022-10-01;0,0
CPE-00355;2023-06-01;0,0
CPE-00355;2024-06-01;0,0
CPE-00356;2023-09-01;56,0
CPE-00358;2020-10-01;0,0
CPE-00358;2021-08-01;59,0
CPE-00358;2023-07-01;0,0
CPE-00358;2025-10-01;59,0
CPE-00359;2023-11-01;4,0
CPE-00360;2022-06-01;37,0
CPE-00361;2022-07-01;20,0
CPE-00363;2023-12-01;0,0
CPE-00364;2022-08-01;67,0
CPE-00365;2021-04-01;0,0
CPE-00366;2023-03-01;98,0
CPE-00366;2023-05-01;88,0
CPE-00366;2025-04-01;0,0
CPE-00367;2025-06-01;98,0
CPE-00368;2020-10-01;0,0
CPE-00368;2025-08-01;45,0
CPE-00370;2022-02-01;0,0
CPE-00370;2024-04-01;97,0
CPE-00370;2024-07-01;0,0
CPE-00371;2020-10-01;73,0
CPE-00371;2024-05-01;94,0
CPE-00373;2024-05-01;0,0
CPE-00374;2024-06-01;8,0
CPE-00378;2020-03-01;4,0
CPE-00378;2024-05-01;60,0
CPE-00379;2021-05-01;24,0
CPE-00379;2022-07-01;88,0
CPE-00381;2020-05-01;0,0
CPE-00381;2021-03-01;82,0
CPE-00381;2022-06-01;96,0
CPE-00382;2021-09-01;24,0
CPE-00382;2022-08-01;64,0
CPE-00382;2022-12-01;94,0
CPE-00382;2025-03-01;40,0
CPE-00383;2020-08-01;49,0
CPE-00383;2023-01-01;60,0
CPE-00385;2022-05-01;0,0
CPE-00385;2025-10-01;28,0
CPE-00386;2020-06-01;8,0
CPE-00387;2020-04-01;0,0
CPE-00387;2020-07-01;0,0
CPE-00387;2021-11-01;10,0
CPE-00388;2020-06-01;0,0
CPE-00388;2024-01-01;0,0
CPE-00389;2020-12-01;15,0
CPE-00390;2025-07-01;0,0
CPE-00391;2022-11-01;0,0
CPE-00391;2025-05-01;57,0
CPE-00392;2025-06-01;0,0
CPE-00392;2025-10-01;29,0
CPE-00393;2021-12-01;12,0
CPE-00393;2024-05-01;53,0
CPE-00393;2025-12-01;31,0
CPE-00394;2022-12-01;63,0
CPE-00395;2023-10-01;0,0
CPE-00397;2024-11-01;49,0
CPE-00398;2023-10-01;2,0
CPE-00400;2022-03-01;59,0
CPE-00401;2024-04-01;157,0
CPE-00403;2022-04-01;60,0
CPE-00403;2023-03-01;26,0
CPE-00403;2024-05-01;95,0
CPE-00404;2020-08-01;97,0
CPE-00404;2022-06-01;0,0
CPE-00404;2022-09-01;88,0
CPE-00405;2022-08-01;36,0
CPE-00406;2020-02-01;92,0
CPE-00406;2025-03-01;20,0
CPE-00410;2025-02-01;0,0
CPE-00410;2025-11-01;41,0
CPE-00411;2022-07-01;0,0
CPE-00411;2024-03-01;73,0
CPE-00411;2025-04-01;73,0
CPE-00412;2022-06-01;83,0
CPE-00414;2020-02-01;23,0
CPE-00414;2024-11-01;65,0
CPE-00415;2021-09-01;0,0
CPE-00415;2023-07-01;0,0
CPE-00416;2024-01-01;0,0
CPE-00416;2024-02-01;46,0
CPE-00416;2025-03-01;0,0
CPE-00416;2025-04-01;73,0
CPE-00417;2024-01-01;95,0
CPE-00418;2023-11-01;0,0
CPE-00418;2025-06-01;37,0
CPE-00421;2023-05-01;74,0
CPE-00422;2023-08-01;0,0
CPE-00423;2022-06-01;80,0
CPE-00424;2020-09-01;89,0
CPE-00424;2021-07-01;45,0
CPE-00424;2022-01-01;3,0
CPE-00424;2025-05-01;100,0
CPE-00425;2020-03-01;82,0
CPE-00426;2024-12-01;65,0
CPE-00426;2025-11-01;90,0
CPE-00428;2021-09-01;49,0
CPE-00428;2023-05-01;37,0
CPE-00428;2024-02-01;85,0
CPE-00430;2021-03-01;45,0
CPE-00431;2024-07-01;67,0
CPE-00432;2021-11-01;32,0
CPE-00433;2023-03-01;39,0
CPE-00434;2020-01-01;97,0
CPE-00436;2024-04-01;30,0
CPE-00436;2024-11-01;33,0
CPE-00437;2024-08-01;17,0
CPE-00441;2020-05-01;0,0
CPE-00441;2023-05-01;8,0
CPE-00442;2020-01-01;0,0
CPE-00442;2022-04-01;71,0
CPE-00442;2023-04-01;71,0
CPE-00447;2021-06-01;0,0
CPE-00447;2024-04-01;0,0
CPE-00447;2025-10-01;51,0
CPE-00448;2023-02-01;8,0
CPE-00448;2025-01-01;22,0
CPE-00450;2024-03-01;89,0
CPE-00453;2020-10-01;0,0
CPE-00454;2024-06-01;22,0
CPE-00454;2025-10-01;96,0
CPE-00455;2023-09-01;48,0
CPE-00459;2021-08-01;0,0
CPE-00460;2021-07-01;0,0
CPE-00460;2025-01-01;3,0
CPE-00461;2021-02-01;93,0
CPE-00462;2022-08-01;0,0
CPE-00463;2020-02-01;48,0
CPE-00463;2023-05-01;84,0
CPE-00466;2024-03-01;94,0
CPE-00468;2023-07-01;5,0
CPE-00469;2021-07-01;31,0
CPE-00469;2023-05-01;86,0
CPE-00469;2023-07-01;29,0
CPE-00470;2020-09-01;0,0
CPE-00470;2024-09-01;94,0
CPE-00471;2020-09-01;74,0
CPE-00471;2021-10-01;17,0
CPE-00471;2023-11-01;0,0
CPE-00472;2023-07-01;32,0
CPE-00474;2020-07-01;35,0
CPE-00474;2025-07-01;0,0
CPE-00474;2025-12-01;85,0
CPE-00475;2024-11-01;31,0
CPE-00477;2020-07-01;17,0
CPE-00478;2022-05-01;0,0
CPE-00478;2024-05-01;10,0
CPE-00478;2025-11-01;28,0
CPE-00479;2024-03-01;30,0
CPE-00480;2021-09-01;89,0
CPE-00480;2025-06-01;95,0
CPE-00481;2023-08-01;13,0
CPE-00482;2020-06-01;19,0
CPE-00482;2025-02-01;57,0
CPE-00483;2025-03-01;55,0
CPE-00483;2025-04-01;46,0
CPE-00483;2025-08-01;67,0
CPE-00483;2025-09-01;59,0
CPE-00484;2024-01-01;65,0
CPE-00485;2021-12-01;40,0
CPE-00486;2023-07-01;95,0
CPE-00487;2020-07-01;0,0
CPE-00487;2025-03-01;80,0
CPE-00488;2023-09-01;0,0
CPE-00490;2022-08-01;14,0
CPE-00490;2022-10-01;85,0
CPE-00491;2023-02-01;4,0
CPE-00492;2024-01-01;48,0
CPE-00492;2024-08-01;52,0
CPE-00493;2023-11-01;0,0
CPE-00494;2025-04-01;73,0
CPE-00495;2022-01-01;2,0
CPE-00495;2022-05-01;100,0
CPE-00495;2025-03-01;67,0
CPE-00496;2020-11-01;59,0
CPE-00496;2024-10-01;35,0
CPE-00497;2022-09-01;71,0
CPE-00497;2023-06-01;73,0
CPE-00497;2025-05-01;76,0
CPE-00499;2022-05-01;0,0
CPE-00500;2022-02-01;18,0
CPE-00501;2022-08-01;2,0
CPE-00502;2023-02-01;13,0
CPE-00503;2022-06-01;34,0
CPE-00504;2021-07-01;48,0
CPE-00504;2023-02-01;11,0
CPE-00505;2020-07-01;11,0
CPE-00505;2022-12-01;21,0
CPE-00506;2021-05-01;23,0
CPE-00506;2025-07-01;2,0
CPE-00509;2022-02-01;0,0
CPE-00510;2020-11-01;77,0
CPE-00510;2021-05-01;23,0
CPE-00510;2022-03-01;41,0
CPE-00510;2023-06-01;62,0
CPE-00511;2022-06-01;75,0
CPE-00511;2023-03-01;56,0
CPE-00512;2022-06-01;10,0
CPE-00513;2020-12-01;67,0
CPE-00513;2021-05-01;39,0
CPE-00515;2025-02-01;0,0
CPE-00516;2023-10-01;0,0
CPE-00516;2024-10-01;30,0
CPE-00520;2023-07-01;6,0
CPE-00521;2020-07-01;87,0
CPE-00522;2021-05-01;43,0
CPE-00523;2023-08-01;58,0
CPE-00525;2024-03-01;75,0
CPE-00526;2020-01-01;86,0
CPE-00527;2023-12-01;0,0
CPE-00527;2024-09-01;99,0
CPE-00528;2020-02-01;65,0
CPE-00528;2022-07-01;33,0
CPE-00528;2024-05-01;0,0
CPE-00528;2025-05-01;71,0
CPE-00528;2025-08-01;3,0
CPE-00530;2020-10-01;0,0
CPE-00530;2023-02-01;100,0
CPE-00533;2020-01-01;100,0
CPE-00533;2023-03-01;84,0
CPE-00536;2022-01-01;36,0
CPE-00537;2020-10-01;78,0
CPE-00537;2023-06-01;0,0
CPE-00538;2020-03-01;83,0
CPE-00538;2020-09-01;75,0
CPE-00539;2020-03-01;34,0
CPE-00539;2021-12-01;26,0
CPE-00539;2022-02-01;85,0
CPE-00539;2023-08-01;4,0
CPE-00540;2022-03-01;71,0
CPE-00541;2020-10-01;5,0
CPE-00541;2021-06-01;84,0
CPE-00541;2024-11-01;36,0
CPE-00542;2020-01-01;0,0
CPE-00542;2020-03-01;63,0
CPE-00542;2024-03-01;0,0
CPE-00543;2020-11-01;99,0
CPE-00543;2022-06-01;78,0
CPE-00543;2022-09-01;72,0
CPE-00544;2024-02-01;0,0
CPE-00544;2024-06-01;71,0
CPE-00545;2023-01-01;89,0
CPE-00546;2020-03-01;23,0
CPE-00547;2023-04-01;0,0
CPE-00547;2023-05-01;94,0
CPE-00547;2023-11-01;0,0
CPE-00548;2024-10-01;0,0
CPE-00548;2025-03-01;31,0
CPE-00551;2020-12-01;0,0
CPE-00552;2020-08-01;58,0
CPE-00553;2020-08-01;66,0
CPE-00553;2021-08-01;71,0
CPE-00554;2022-05-01;77,0
CPE-00554;2022-12-01;99,0
CPE-00554;2024-10-01;83,0
CPE-00556;2022-02-01;7,0
CPE-00556;2022-08-01;85,0
CPE-00556;2023-03-01;94,0
CPE-00556;2024-02-01;82,0
CPE-00557;2021-05-01;52,0
CPE-00557;2021-07-01;39,0
CPE-00557;2024-01-01;13,0
CPE-00557;2025-12-01;93,0
CPE-00558;2021-12-01;30,0
CPE-00558;2022-04-01;0,0
CPE-00559;2020-01-01;0,0
CPE-00559;2022-02-01;0,0
CPE-00559;2023-11-01;89,0
CPE-00559;2025-12-01;31,0
CPE-00560;2023-12-01;81,0
CPE-00561;2022-05-01;0,0
CPE-00561;2025-10-01;35,0
CPE-00562;2024-12-01;36,0
CPE-00562;2025-10-01;0,0
CPE-00563;2025-12-01;16,0
CPE-00564;2020-05-01;32,0
CPE-00566;2023-08-01;42,0
CPE-00568;2025-02-01;63,0
CPE-00569;2023-04-01;43,0
CPE-00570;2022-08-01;8,0
CPE-00571;2021-06-01;2,0
CPE-00571;2021-11-01;0,0
CPE-00571;2024-07-01;86,0
CPE-00573;2023-01-01;0,0
CPE-00574;2023-09-01;43,0
CPE-00575;2021-04-01;4,0
CPE-00575;2024-10-01;0,0
CPE-00576;2022-04-01;20,0
CPE-00577;2022-06-01;98,0
CPE-00577;2024-12-01;0,0
CPE-00578;2020-02-01;92,0
CPE-00578;2020-11-01;30,0
CPE-00578;2025-12-01;89,0
CPE-00580;2022-10-01;0,0
CPE-00581;2022-05-01;44,0
CPE-00583;2021-04-01;75,0
CPE-00583;2025-07-01;53,0
CPE-00584;2025-07-01;79,0
CPE-00585;2024-05-01;62,0
CPE-00586;2022-04-01;44,0
CPE-00588;2022-07-01;66,0
CPE-00588;2024-04-01;18,0
CPE-00589;2020-07-01;50,0
CPE-00590;2020-01-01;92,0
CPE-00590;2024-07-01;100,0
CPE-00590;2025-02-01;50,0
CPE-00591;2020-04-01;37,0
CPE-00591;2024-10-01;3,0
CPE-00592;2024-08-01;0,0
CPE-00596;2020-05-01;25,0
CPE-00596;2022-04-01;32,0
CPE-00596;2023-08-01;39,0
CPE-00596;2025-05-01;0,0
CPE-00597;2022-12-01;6,0
CPE-00598;2024-11-01;31,0
CPE-00598;2025-12-01;23,0
CPE-00599;2023-10-01;64,0
CPE-00601;2020-04-01;14,0
CPE-00603;2024-12-01;52,0
CPE-00604;2022-06-01;16,0
CPE-00604;2024-02-01;0,0
CPE-00607;2023-08-01;92,0
CPE-00611;2023-07-01;91,0
CPE-00613;2022-01-01;62,0
CPE-00613;2024-06-01;50,0
CPE-00613;2024-09-01;0,0
CPE-00614;2025-04-01;44,0
CPE-00615;2021-08-01;34,0
CPE-00616;2020-05-01;0,0
CPE-00616;2020-10-01;95,0
CPE-00616;2024-04-01;98,0
CPE-00617;2020-02-01;48,0
CPE-00618;2020-09-01;91,0
CPE-00618;2021-02-01;72,0
CPE-00618;2022-02-01;0,0
CPE-00618;2025-11-01;43,0
CPE-00619;2020-03-01;77,0
CPE-00620;2021-06-01;0,0
CPE-00621;2020-04-01;63,0
CPE-00621;2023-08-01;35,0
CPE-00621;2024-06-01;0,0
CPE-00621;2025-11-01;79,0
CPE-00622;2021-12-01;84,0
CPE-00622;2023-02-01;0,0
CPE-00623;2021-10-01;57,0
CPE-00623;2024-08-01;4,0
CPE-00626;2020-12-01;93,0
CPE-00626;2023-03-01;0,0
CPE-00628;2021-03-01;75,0
CPE-00628;2023-06-01;57,0
CPE-00628;2023-11-01;30,0
CPE-00629;2025-06-01;9,0
CPE-00630;2021-02-01;69,0
CPE-00630;2022-05-01;0,0
CPE-00631;2020-09-01;27,0
CPE-00631;2021-09-01;0,0
CPE-00631;2024-04-01;29,0
CPE-00631;2025-04-01;46,0
CPE-00632;2021-11-01;62,0
CPE-00632;2025-06-01;13,0
CPE-00633;2023-03-01;66,0
CPE-00633;2025-04-01;68,0
CPE-00634;2020-01-01;55,0
CPE-00634;2024-08-01;9,0
CPE-00635;2024-03-01;32,0
CPE-00636;2025-12-01;0,0
CPE-00637;2021-07-01;53,0
CPE-00637;2021-12-01;99,0
CPE-00637;2023-01-01;0,0
CPE-00639;2023-01-01;49,0
CPE-00640;2020-10-01;73,0
CPE-00640;2024-10-01;88,0
CPE-00643;2020-09-01;22,0
CPE-00643;2021-03-01;5,0
CPE-00644;2022-02-01;11,0
CPE-00644;2024-04-01;93,0
CPE-00645;2023-11-01;45,0
CPE-00645;2024-01-01;76,0
CPE-00645;2024-10-01;94,0
CPE-00646;2020-01-01;84,0
CPE-00646;2020-02-01;21,0
CPE-00647;2024-06-01;36,0
CPE-00647;2025-06-01;64,0
CPE-00648;2023-09-01;0,0
CPE-00649;2020-06-01;0,0
CPE-00649;2022-08-01;0,0
CPE-00649;2023-07-01;0,0
CPE-00650;2021-11-01;0,0
CPE-00651;2021-10-01;0,0
CPE-00651;2021-11-01;57,0
CPE-00652;2024-01-01;0,0
CPE-00655;2024-07-01;87,0
CPE-00655;2024-10-01;10,0
CPE-00656;2020-01-01;75,0
CPE-00656;2020-11-01;0,0
CPE-00656;2022-12-01;34,0
CPE-00658;2022-02-01;9,0
CPE-00660;2024-01-01;58,0
CPE-00661;2025-10-01;34,0
CPE-00662;2024-02-01;16,0
CPE-00662;2024-05-01;0,0
CPE-00663;2024-10-01;31,0
CPE-00665;2022-04-01;34,0
CPE-00665;2023-05-01;0,0
CPE-00665;2023-07-01;48,0
CPE-00666;2021-05-01;73,0
CPE-00666;2025-01-01;0,0
CPE-00667;2022-12-01;14,0
CPE-00667;2023-11-01;0,0
CPE-00667;2025-04-01;0,0
CPE-00668;2023-01-01;30,0
CPE-00668;2024-10-01;64,0
CPE-00669;2024-11-01;2,0
CPE-00670;2021-09-01;17,0
CPE-00670;2022-05-01;14,0
CPE-00672;2023-01-01;72,0
CPE-00672;2023-11-01;21,0
CPE-00678;2023-07-01;96,0
CPE-00679;2023-02-01;13,0
CPE-00679;2024-12-01;40,0
CPE-00680;2022-06-01;55,0
CPE-00680;2023-08-01;3,0
CPE-00681;2020-08-01;69,0
CPE-00681;2021-03-01;30,0
CPE-00681;2022-03-01;27,0
CPE-00681;2022-07-01;69,0
CPE-00682;2020-12-01;35,0
CPE-00684;2020-12-01;67,0
CPE-00684;2022-07-01;94,0
CPE-00684;2023-02-01;0,0
CPE-00684;2023-04-01;0,0
CPE-00686;2023-08-01;3,0
CPE-00687;2022-05-01;0,0
CPE-00688;2020-11-01;36,0
CPE-00688;2023-08-01;27,0
CPE-00689;2023-11-01;18,0
CPE-00690;2020-04-01;0,0
CPE-00690;2021-03-01;32,0
CPE-00690;2024-04-01;5,0
CPE-00690;2025-05-01;0,0
CPE-00690;2025-09-01;99,0
CPE-00691;2020-02-01;0,0
CPE-00691;2022-07-01;0,0
CPE-00691;2023-02-01;56,0
CPE-00691;2024-04-01;69,0
CPE-00692;2021-04-01;4,0
CPE-00693;2021-04-01;0,0
CPE-00694;2024-07-01;0,0
CPE-00695;2020-09-01;76,0
CPE-00695;2021-05-01;95,0
CPE-00695;2025-06-01;8,0
CPE-00697;2022-08-01;25,0
CPE-00697;2024-05-01;0,0
CPE-00698;2024-02-01;88,0
CPE-00700;2020-03-01;78,0
CPE-00700;2022-04-01;65,0
CPE-00700;2024-01-01;33,0
CPE-00701;2022-06-01;0,0
CPE-00701;2024-01-01;63,0
CPE-00703;2020-07-01;69,0
CPE-00703;2022-06-01;74,0
CPE-00703;2023-01-01;34,0
CPE-00704;2025-05-01;19,0
CPE-00705;2024-01-01;0,0
CPE-00706;2020-11-01;66,0
CPE-00706;2023-09-01;57,0
CPE-00706;2025-04-01;62,0
CPE-00707;2024-08-01;73,0
CPE-00707;2025-02-01;42,0
CPE-00708;2020-10-01;14,0
CPE-00709;2021-08-01;74,0
CPE-00709;2021-10-01;79,0
CPE-00709;2025-11-01;51,0
CPE-00711;2022-05-01;86,0
CPE-00712;2025-12-01;17,0
CPE-00713;2025-06-01;68,0
CPE-00715;2020-04-01;31,0
CPE-00715;2020-12-01;0,0
CPE-00716;2024-11-01;88,0
CPE-00718;2020-08-01;56,0
CPE-00718;2025-08-01;23,0
CPE-00719;2023-09-01;18,0
CPE-00719;2024-07-01;0,0
CPE-00721;2025-06-01;13,0
CPE-00722;2023-11-01;0,0
CPE-00722;2023-12-01;60,0
CPE-00723;2020-03-01;0,0
CPE-00723;2022-02-01;83,0
CPE-00724;2025-08-01;37,0
CPE-00725;2022-03-01;51,0
CPE-00725;2023-03-01;97,0
CPE-00726;2023-09-01;0,0
CPE-00726;2024-03-01;3,0
CPE-00726;2024-04-01;65,0
CPE-00726;2025-12-01;33,0
CPE-00728;2021-04-01;44,0
CPE-00728;2025-09-01;0,0
CPE-00729;2023-10-01;93,0
CPE-00729;2023-12-01;0,0
CPE-00729;2024-01-01;81,0
CPE-00730;2020-10-01;0,0
CPE-00731;2025-03-01;79,0
CPE-00732;2020-02-01;81,0
CPE-00733;2021-05-01;31,0
CPE-00733;2022-04-01;14,0
CPE-00733;2025-04-01;19,0
CPE-00735;2023-02-01;74,0
CPE-00735;2023-12-01;0,0
CPE-00736;2022-12-01;71,0
CPE-00737;2020-11-01;0,0
CPE-00831;2020-09-01;62,0
CPE-00832;2020-09-01;19,0
CPE-00832;2023-08-01;73,0
CPE-00832;2025-05-01;2,0
CPE-00833;2020-04-01;0,0
CPE-00833;2021-09-01;61,0
CPE-00833;2025-04-01;29,0
CPE-00833;2025-05-01;0,0
CPE-00833;2025-07-01;41,0
CPE-00834;2024-05-01;80,0
CPE-00834;2024-06-01;0,0
CPE-00834;2024-09-01;46,0
CPE-00835;2025-03-01;39,0
CPE-00836;2020-11-01;74,0
CPE-00836;2024-12-01;50,0
CPE-00838;2021-01-01;77,0
CPE-00838;2023-04-01;92,0
CPE-00841;2024-12-01;0,0
CPE-00842;2022-08-01;61,0
CPE-00842;2023-04-01;54,0
CPE-00843;2025-03-01;0,0
CPE-00844;2020-06-01;0,0
CPE-00844;2020-07-01;0,0
CPE-00845;2025-07-01;43,0
CPE-00849;2021-12-01;84,0
CPE-00850;2021-03-01;81,0
CPE-00850;2025-06-01;71,0
CPE-00851;2020-07-01;0,0
CPE-00861;2021-02-01;49,0
CPE-00861;2021-08-01;62,0
CPE-00861;2022-09-01;77,0
CPE-00862;2020-07-01;0,0
CPE-00863;2021-10-01;60,0
CPE-00863;2024-01-01;26,0
CPE-00864;2022-05-01;83,0
CPE-00866;2021-11-01;13,0
CPE-00866;2022-12-01;0,0
CPE-00866;2025-08-01;70,0
CPE-00867;2023-07-01;0,0
CPE-00870;2021-10-01;81,0
CPE-00870;2024-12-01;0,0
CPE-00871;2020-11-01;37,0
CPE-00871;2022-09-01;92,0
CPE-00871;2024-06-01;0,0
CPE-00873;2021-02-01;17,0
CPE-00873;2024-03-01;45,0
CPE-00874;2022-03-01;97,0
CPE-00874;2022-05-01;71,0
CPE-00874;2024-02-01;93,0
CPE-00888;2020-09-01;5,0
CPE-00889;2021-04-01;90,0
CPE-00889;2025-09-01;53,0
CPE-00890;2021-10-01;0,0
CPE-00890;2022-07-01;0,0
CPE-00891;2022-12-01;38,0
CPE-00892;2025-03-01;0,0
CPE-00893;2020-01-01;0,0
CPE-00893;2020-06-01;22,0
CPE-00893;2021-06-01;56,0
CPE-00893;2023-01-01;0,0
CPE-00895;2020-07-01;73,0
CPE-00895;2021-06-01;49,0
CPE-00895;2025-04-01;0,0
CPE-00897;2022-01-01;66,0
CPE-00897;2022-06-01;78,0
CPE-00897;2022-10-01;0,0
CPE-00897;2024-03-01;11,0
CPE-00898;2023-04-01;33,0
CPE-00900;2024-08-01;64,0
CPE-00901;2022-10-01;45,0
CPE-00902;2023-12-01;20,0
CPE-00902;2024-11-01;70,0
CPE-00903;2021-11-01;15,0
CPE-00904;2025-07-01;0,0
CPE-00905;2022-07-01;76,0
CPE-00905;2024-03-01;79,0
CPE-00906;2022-07-01;84,0
CPE-00906;2022-12-01;17,0
CPE-00906;2024-07-01;82,0
CPE-00907;2025-10-01;88,0
CPE-00908;2023-10-01;55,0
CPE-00909;2020-03-01;0,0
CPE-00909;2022-04-01;13,0
CPE-00909;2023-11-01;0,0
CPE-00909;2025-02-01;40,0
CPE-00910;2020-03-01;0,0
CPE-00911;2025-11-01;100,0
CPE-00912;2021-12-01;20,0
CPE-00912;2022-01-01;38,0
CPE-00913;2021-03-01;71,0
CPE-00913;2024-07-01;76,0
CPE-00914;2022-02-01;92,0
CPE-00916;2025-03-01;98,0
CPE-00917;2020-06-01;67,0
CPE-00918;2021-06-01;0,0
CPE-00919;2022-11-01;36,0
CPE-00919;2024-09-01;85,0
CPE-00919;2024-10-01;0,0
CPE-00920;2022-06-01;24,0
CPE-00921;2023-01-01;0,0
CPE-00921;2023-08-01;90,0
CPE-00922;2020-10-01;61,0
CPE-00922;2024-04-01;0,0
CPE-00922;2025-09-01;28,0
CPE-00922;2025-11-01;52,0
CPE-00923;2021-07-01;95,0
CPE-00925;2020-05-01;5,0
CPE-00925;2022-02-01;22,0
CPE-00927;2023-09-01;0,0
CPE-00928;2024-08-01;0,0
CPE-00929;2022-11-01;67,0
CPE-00929;2023-03-01;33,0
CPE-00930;2021-12-01;0,0
CPE-00930;2023-12-01;84,0
CPE-00931;2020-07-01;11,0
CPE-00931;2020-12-01;24,0
CPE-00932;2020-11-01;73,0
CPE-00932;2022-08-01;66,0
CPE-00932;2025-02-01;83,0
CPE-00933;2020-07-01;70,0
CPE-00933;2023-10-01;4,0
CPE-00933;2024-04-01;40,0
CPE-00933;2025-02-01;68,0
CPE-00933;2025-10-01;0,0
CPE-00935;2023-02-01;49,0
CPE-00936;2023-11-01;25,0
CPE-00936;2025-04-01;5,0
CPE-00938;2023-03-01;17,0
CPE-00938;2024-12-01;20,0
CPE-00939;2020-03-01;55,0
CPE-00939;2024-12-01;91,0
CPE-00940;2023-04-01;17,0
CPE-00941;2021-10-01;26,0
CPE-00941;2025-05-01;29,0
CPE-00942;2022-09-01;89,0
CPE-00943;2025-05-01;13,0
CPE-00943;2025-09-01;34,0
CPE-00945;2023-04-01;83,0
CPE-00946;2023-01-01;0,0
CPE-00946;2025-03-01;10,0
CPE-00947;2022-10-01;31,0
CPE-00948;2025-04-01;0,0
CPE-00949;2020-10-01;60,0
CPE-00949;2022-09-01;57,0
CPE-00949;2025-08-01;27,0
CPE-00950;2023-02-01;32,0
CPE-00950;2023-11-01;62,0
CPE-00950;2024-07-01;26,0
CPE-00950;2025-01-01;48,0
CPE-00951;2024-05-01;60,0
CPE-00951;2025-12-01;57,0
CPE-00952;2020-06-01;48,0
CPE-00953;2020-02-01;73,0
CPE-00953;2020-07-01;4,0
CPE-00953;2020-11-01;53,0
CPE-00953;2025-02-01;0,0
CPE-00955;2021-01-01;47,0
CPE-00955;2022-01-01;64,0
CPE-00955;2022-02-01;29,0
CPE-00957;2020-10-01;14,0
CPE-00957;2023-10-01;78,0
CPE-00957;2025-06-01;27,0
CPE-00958;2022-05-01;0,0
CPE-00960;2020-12-01;13,0
CPE-00961;2025-06-01;85,0
CPE-00962;2020-01-01;74,0
CPE-00962;2023-02-01;79,0
CPE-00963;2023-08-01;0,0
CPE-00964;2025-07-01;0,0
CPE-00965;2021-02-01;29,0
CPE-00965;2023-02-01;9,0
CPE-00965;2024-08-01;72,0
CPE-00966;2022-08-01;91,0
CPE-00967;2022-06-01;49,0
CPE-00970;2020-12-01;0,0
CPE-00970;2021-08-01;65,0
CPE-00970;2023-05-01;87,0
CPE-00972;2022-03-01;90,0
CPE-00972;2025-09-01;71,0
CPE-00973;2022-06-01;60,0
CPE-00973;2025-04-01;57,0
CPE-00974;2021-11-01;55,0
CPE-00974;2025-01-01;20,0
CPE-00974;2025-09-01;39,0
CPE-00975;2025-10-01;32,0
CPE-00976;2023-06-01;92,0
CPE-00977;2021-04-01;48,0
CPE-00979;2023-12-01;0,0
CPE-00980;2020-05-01;106,0
CPE-00980;2020-10-01;31,0
CPE-00981;2021-09-01;74,0
CPE-00982;2022-10-01;5,0
CPE-00982;2023-03-01;84,0
CPE-00982;2023-05-01;85,0
CPE-00984;2021-08-01;21,0
CPE-00984;2022-07-01;37,0
CPE-00985;2022-08-01;0,0
CPE-00987;2021-07-01;36,0
CPE-00990;2021-03-01;61,0
CPE-00990;2021-10-01;0,0
CPE-00990;2024-07-01;0,0
CPE-00990;2025-08-01;26,0
CPE-00991;2023-06-01;0,0
CPE-00992;2023-10-01;28,0
CPE-00992;2025-07-01;80,0
CPE-00994;2020-02-01;32,0
CPE-00994;2020-09-01;24,0
CPE-00994;2021-03-01;39,0
CPE-00994;2024-11-01;46,0
CPE-00994;2025-02-01;37,0
CPE-00995;2023-02-01;30,0
CPE-00996;2020-02-01;44,0
CPE-00996;2021-11-01;92,0
CPE-00996;2021-12-01;27,0
CPE-00998;2020-01-01;0,0
CPE-00998;2023-04-01;48,0
CPE-00998;2023-11-01;0,0
CPE-00999;2023-04-01;0,0
CPE-00999;2024-03-01;86,0
CPE-00999;2025-09-01;38,0
CPE-01000;2022-07-01;6,0
CPE-01000;2024-05-01;36,0
CPE-01004;2024-05-01;8,0
CPE-01005;2020-01-01;45,0
CPE-01005;2020-02-01;69,0
CPE-01005;2025-07-01;72,0
CPE-01007;2020-12-01;50,0
CPE-01007;2023-12-01;0,0
CPE-01008;2024-07-01;65,0
CPE-01012;2020-10-01;78,0
CPE-01012;2025-08-01;3,0
CPE-01013;2024-11-01;29,0
CPE-01013;2025-03-01;50,0
CPE-01015;2021-01-01;30,0
CPE-01016;2022-06-01;82,0
CPE-01017;2020-08-01;38,0
CPE-01017;2021-06-01;95,0
CPE-01017;2022-08-01;74,0
CPE-01018;2020-08-01;95,0
CPE-01018;2021-04-01;78,0
CPE-01018;2022-03-01;13,0
CPE-01018;2022-04-01;70,0
CPE-01019;2020-04-01;0,0
CPE-01019;2024-01-01;8,0
CPE-01019;2025-07-01;23,0
CPE-01020;2024-06-01;0,0
CPE-01020;2025-10-01;87,0
CPE-01021;2021-10-01;88,0
CPE-01021;2021-12-01;0,0
CPE-01021;2025-03-01;0,0
