Codigo;Bodega;Mes;Stock_Unid
CPE-00661;Almacen Punto de Ventas 1;2021-03-01;-30
CPE-00662;Almacen Central;2020-11-01;-26
CPE-00662;Almacen Central;2021-12-01;-51
CPE-00662;Almacen Central;2024-05-01;70
CPE-00662;Almacen Punto de Ventas 1;2021-12-01;-2
CPE-00662;Almacen Punto de Ventas 1;2024-02-01;-16
CPE-00663;Almacen Central;2024-10-01;-31
CPE-00663;Almacen Punto de Venta 2;2023-11-01;49
CPE-00663;Almacen Punto de Ventas 1;2022-09-01;24
CPE-00664;Almacen Central;2021-09-01;14
CPE-00665;Almacen Central;2022-06-01;86
CPE-00665;Almacen Central;2023-05-01;55
CPE-00665;Almacen Punto de Venta 2;2022-04-01;-34
CPE-00665;Almacen Punto de Ventas 1;2023-07-01;-48
CPE-00666;Almacen Central;2025-01-01;46
CPE-00666;Almacen Central;2025-05-01;-62
CPE-00666;Almacen Punto de Venta 2;2020-06-01;-14
CPE-00666;Almacen Punto de Venta 2;2021-05-01;-73
CPE-00666;Almacen Punto de Venta 2;2022-03-01;-63
CPE-00666;Almacen Punto de Venta 2;2025-04-01;-19
CPE-00666;Almacen Punto de Ventas 1;2020-01-01;-30
CPE-00666;Almacen Punto de Ventas 1;2025-06-01;42
CPE-00667;Almacen Central;2021-07-01;-78
CPE-00667;Almacen Central;2022-02-01;-49
CPE-00667;Almacen Central;2022-12-01;-14
CPE-00667;Almacen Central;2023-11-01;72
CPE-00667;Almacen Punto de Ventas 1;2025-04-01;78
CPE-00668;Almacen Central;2023-01-01;-30
CPE-00668;Almacen Central;2024-10-01;-64
CPE-00668;Almacen Punto de Ventas 1;2020-03-01;33
CPE-00669;Almacen Punto de Ventas 1;2021-01-01;32
CPE-00669;Almacen Punto de Ventas 1;2024-11-01;-2
CPE-00669;Almacen Punto de Ventas 1;2025-08-01;19
CPE-00670;Almacen Central;2020-02-01;-32
CPE-00670;Almacen Central;2021-08-01;81
CPE-00670;Almacen Central;2021-09-01;-17
CPE-00670;Almacen Punto de Venta 2;2021-02-01;-60
CPE-00670;Almacen Punto de Venta 2;2021-03-01;17
CPE-00670;Almacen Punto de Ventas 1;2022-05-01;-14
CPE-00671;Almacen Central;2024-08-01;-31
CPE-00671;Almacen Punto de Venta 2;2023-11-01;-47
CPE-00671;Almacen Punto de Venta 2;2024-12-01;-18
CPE-00672;Almacen Central;2023-11-01;-21
CPE-00672;Almacen Punto de Venta 2;2025-07-01;-78
CPE-00672;Almacen Punto de Venta 2;2025-10-01;-97
CPE-00672;Almacen Punto de Ventas 1;2023-01-01;-72
CPE-00673;Almacen Punto de Ventas 1;2023-10-01;-4
CPE-00675;Almacen Central;2022-12-01;-31
CPE-00675;Almacen Punto de Venta 2;2025-11-01;-27
CPE-00675;Almacen Punto de Ventas 1;2022-02-01;-40
CPE-00675;Almacen Punto de Ventas 1;2024-07-01;-24
CPE-00676;Almacen Punto de Ventas 1;2021-07-01;-18
CPE-00676;Almacen Punto de Ventas 1;2025-07-01;-100
CPE-00678;Almacen Central;2023-07-01;-96
CPE-00678;Almacen Punto de Ventas 1;2020-12-01;85
CPE-00679;Almacen Central;2024-12-01;-40
CPE-00679;Almacen Punto de Ventas 1;2023-01-01;-95
CPE-00679;Almacen Punto de Ventas 1;2023-02-01;-13
CPE-00679;Almacen Punto de Ventas 1;2025-03-01;-78
CPE-00679;Almacen Punto de Ventas 1;2025-06-01;-8
CPE-00680;Almacen Central;2021-05-01;-11
CPE-00680;Almacen Central;2023-08-01;-3
CPE-00680;Almacen Central;2025-10-01;-45
CPE-00680;Almacen Punto de Venta 2;2025-01-01;-85
CPE-00680;Almacen Punto de Venta 2;2025-03-01;-67
CPE-00680;Almacen Punto de Ventas 1;2022-06-01;-55
CPE-00681;Almacen Central;2020-05-01;-47
CPE-00681;Almacen Punto de Venta 2;2021-03-01;-30
CPE-00681;Almacen Punto de Venta 2;2022-03-01;-27
CPE-00681;Almacen Punto de Ventas 1;2020-08-01;-69
CPE-00681;Almacen Punto de Ventas 1;2022-07-01;-69
CPE-00682;Almacen Central;2020-12-01;-35
CPE-00682;Almacen Central;2023-07-01;29
CPE-00682;Almacen Punto de Venta 2;2023-03-01;80
CPE-00682;Almacen Punto de Ventas 1;2021-06-01;-30
CPE-00682;Almacen Punto de Ventas 1;2025-02-01;68
CPE-00683;Almacen Punto de Venta 2;2024-06-01;-44
CPE-00683;Almacen Punto de Venta 2;2024-08-01;61
CPE-00683;Almacen Punto de Venta 2;2025-03-01;14
CPE-00684;Almacen Central;2020-12-01;-67
CPE-00684;Almacen Central;2022-07-01;-94
CPE-00684;Almacen Punto de Venta 2;2023-02-01;12
CPE-00684;Almacen Punto de Venta 2;2023-12-01;-45
CPE-00684;Almacen Punto de Venta 2;2024-10-01;-16
CPE-00684;Almacen Punto de Ventas 1;2023-04-01;20
CPE-00685;Almacen Central;2021-03-01;-46
CPE-00685;Almacen Punto de Venta 2;2023-06-01;-79
CPE-00685;Almacen Punto de Venta 2;2025-06-01;-4
CPE-00686;Almacen Central;2024-12-01;89
CPE-00686;Almacen Central;2025-11-01;-82
CPE-00686;Almacen Punto de Venta 2;2024-07-01;-54
CPE-00686;Almacen Punto de Ventas 1;2020-12-01;61
CPE-00686;Almacen Punto de Ventas 1;2023-08-01;-3
CPE-00687;Almacen Punto de Venta 2;2022-05-01;58
CPE-00687;Almacen Punto de Venta 2;2022-11-01;-81
CPE-00687;Almacen Punto de Venta 2;2024-10-01;57
CPE-00687;Almacen Punto de Ventas 1;2023-10-01;-34
CPE-00688;Almacen Punto de Venta 2;2020-11-01;-36
CPE-00688;Almacen Punto de Venta 2;2021-03-01;-68
CPE-00688;Almacen Punto de Ventas 1;2021-12-01;-98
CPE-00688;Almacen Punto de Ventas 1;2023-08-01;-27
CPE-00689;Almacen Central;2025-05-01;-56
CPE-00689;Almacen Punto de Venta 2;2023-11-01;-18
CPE-00689;Almacen Punto de Ventas 1;2020-01-01;-33
CPE-00689;Almacen Punto de Ventas 1;2020-04-01;-76
CPE-00689;Almacen Punto de Ventas 1;2024-09-01;-60
CPE-00690;Almacen Central;2021-03-01;-32
CPE-00690;Almacen Punto de Venta 2;2022-12-01;-64
CPE-00690;Almacen Punto de Venta 2;2025-05-01;93
CPE-00690;Almacen Punto de Venta 2;2025-09-01;-99
CPE-00690;Almacen Punto de Ventas 1;2020-04-01;96
CPE-00690;Almacen Punto de Ventas 1;2022-04-01;-91
CPE-00690;Almacen Punto de Ventas 1;2024-04-01;-5
CPE-00691;Almacen Central;2020-09-01;-2
CPE-00691;Almacen Punto de Venta 2;2020-02-01;87
CPE-00691;Almacen Punto de Venta 2;2023-02-01;-56
CPE-00691;Almacen Punto de Ventas 1;2020-04-01;-38
CPE-00691;Almacen Punto de Ventas 1;2022-07-01;34
CPE-00691;Almacen Punto de Ventas 1;2024-04-01;-69
CPE-00692;Almacen Central;2021-04-01;-4
CPE-00692;Almacen Central;2024-12-01;-8
CPE-00692;Almacen Punto de Venta 2;2024-11-01;64
CPE-00693;Almacen Central;2023-05-01;-96
CPE-00693;Almacen Punto de Venta 2;2021-04-01;83
CPE-00694;Almacen Central;2021-07-01;-53
CPE-00694;Almacen Central;2022-05-01;-28
CPE-00694;Almacen Punto de Ventas 1;2024-07-01;84
CPE-00695;Almacen Central;2024-09-01;-92
CPE-00695;Almacen Central;2024-11-01;30
CPE-00695;Almacen Central;2025-06-01;-8
CPE-00695;Almacen Punto de Venta 2;2020-09-01;-76
CPE-00695;Almacen Punto de Venta 2;2024-10-01;-76
CPE-00695;Almacen Punto de Ventas 1;2021-05-01;-95
CPE-00696;Almacen Punto de Ventas 1;2022-03-01;-71
CPE-00697;Almacen Punto de Ventas 1;2022-08-01;-25
CPE-00697;Almacen Punto de Ventas 1;2024-05-01;78
CPE-00698;Almacen Central;2021-11-01;-12
CPE-00698;Almacen Central;2024-02-01;-88
CPE-00698;Almacen Punto de Ventas 1;2024-08-01;-68
CPE-00699;Almacen Central;2023-02-01;-42
CPE-00700;Almacen Central;2020-03-01;-78
CPE-00700;Almacen Central;2022-02-01;93
CPE-00700;Almacen Central;2022-04-01;-65
CPE-00700;Almacen Central;2024-07-01;-10
CPE-00700;Almacen Punto de Ventas 1;2024-01-01;-33
CPE-00701;Almacen Central;2022-06-01;80
CPE-00701;Almacen Central;2024-01-01;-63
CPE-00701;Almacen Punto de Venta 2;2021-01-01;23
CPE-00701;Almacen Punto de Ventas 1;2022-01-01;-52
CPE-00701;Almacen Punto de Ventas 1;2024-10-01;-81
CPE-00702;Almacen Punto de Venta 2;2025-03-01;-24
CPE-00702;Almacen Punto de Ventas 1;2022-07-01;-44
CPE-00703;Almacen Central;2022-06-01;-74
CPE-00703;Almacen Punto de Venta 2;2024-12-01;-57
CPE-00703;Almacen Punto de Ventas 1;2020-07-01;-69
CPE-00703;Almacen Punto de Ventas 1;2023-01-01;-34
CPE-00703;Almacen Punto de Ventas 1;2025-12-01;-35
CPE-00704;Almacen Central;2020-01-01;-8
CPE-00704;Almacen Punto de Ventas 1;2025-05-01;-19
CPE-00705;Almacen Punto de Venta 2;2024-01-01;66
CPE-00705;Almacen Punto de Venta 2;2025-03-01;27
CPE-00706;Almacen Central;2020-11-01;-66
CPE-00706;Almacen Central;2025-04-01;-62
CPE-00706;Almacen Punto de Ventas 1;2023-09-01;-57
CPE-00707;Almacen Central;2024-06-01;66
CPE-00707;Almacen Punto de Venta 2;2025-05-01;20
CPE-00707;Almacen Punto de Venta 2;2025-06-01;-53
CPE-00707;Almacen Punto de Ventas 1;2024-08-01;-73
CPE-00707;Almacen Punto de Ventas 1;2025-02-01;-42
CPE-00708;Almacen Central;2020-08-01;-5
CPE-00708;Almacen Central;2024-03-01;-57
CPE-00708;Almacen Punto de Venta 2;2020-10-01;-14
CPE-00708;Almacen Punto de Ventas 1;2025-11-01;-54
CPE-00709;Almacen Punto de Venta 2;2021-02-01;-79
CPE-00709;Almacen Punto de Venta 2;2021-10-01;-79
CPE-00709;Almacen Punto de Ventas 1;2021-08-01;-74
CPE-00709;Almacen Punto de Ventas 1;2025-11-01;-51
CPE-00710;Almacen Central;2024-03-01;63
CPE-00710;Almacen Punto de Venta 2;2020-06-01;-64
CPE-00710;Almacen Punto de Venta 2;2023-01-01;-52
CPE-00710;Almacen Punto de Ventas 1;2023-09-01;-16
CPE-00711;Almacen Central;2021-02-01;12
CPE-00711;Almacen Punto de Venta 2;2022-05-01;-86
CPE-00711;Almacen Punto de Venta 2;2022-10-01;-95
CPE-00711;Almacen Punto de Venta 2;2022-12-01;-92
CPE-00712;Almacen Central;2022-10-01;-45
CPE-00712;Almacen Central;2025-12-01;-17
CPE-00712;Almacen Punto de Venta 2;2021-04-01;-21
CPE-00712;Almacen Punto de Ventas 1;2020-04-01;-19
CPE-00712;Almacen Punto de Ventas 1;2021-01-01;-31
CPE-00712;Almacen Punto de Ventas 1;2024-01-01;-18
CPE-00713;Almacen Punto de Venta 2;2020-05-01;94
CPE-00713;Almacen Punto de Venta 2;2022-03-01;-16
CPE-00713;Almacen Punto de Venta 2;2022-05-01;-92
CPE-00713;Almacen Punto de Ventas 1;2025-05-01;-90
CPE-00713;Almacen Punto de Ventas 1;2025-06-01;-68
CPE-00715;Almacen Central;2020-04-01;-31
CPE-00715;Almacen Central;2020-12-01;55
CPE-00715;Almacen Punto de Venta 2;2022-01-01;-55
CPE-00715;Almacen Punto de Venta 2;2025-06-01;25
CPE-00715;Almacen Punto de Venta 2;2025-11-01;-85
CPE-00715;Almacen Punto de Ventas 1;2021-10-01;42
CPE-00716;Almacen Punto de Venta 2;2024-11-01;-88
CPE-00717;Almacen Punto de Ventas 1;2022-12-01;-95
CPE-00718;Almacen Punto de Ventas 1;2020-08-01;-56
CPE-00718;Almacen Punto de Ventas 1;2022-12-01;-91
CPE-00718;Almacen Punto de Ventas 1;2025-08-01;-23
CPE-00719;Almacen Central;2024-07-01;61
CPE-00719;Almacen Punto de Venta 2;2022-04-01;-98
CPE-00719;Almacen Punto de Ventas 1;2023-09-01;-18
CPE-00719;Almacen Punto de Ventas 1;2024-06-01;-24
CPE-00720;Almacen Central;2020-09-01;-49
CPE-00720;Almacen Punto de Venta 2;2023-04-01;-36
CPE-00721;Almacen Central;2022-01-01;-12
CPE-00721;Almacen Punto de Ventas 1;2022-02-01;-75
CPE-00721;Almacen Punto de Ventas 1;2025-06-01;-13
CPE-00722;Almacen Central;2023-11-01;11
CPE-00722;Almacen Punto de Venta 2;2023-12-01;-60
CPE-00723;Almacen Central;2022-02-01;-83
CPE-00723;Almacen Punto de Venta 2;2022-04-01;-65
CPE-00723;Almacen Punto de Ventas 1;2020-03-01;52
CPE-00724;Almacen Punto de Venta 2;2025-04-01;82
CPE-00724;Almacen Punto de Venta 2;2025-08-01;-37
CPE-00725;Almacen Central;2020-07-01;82
CPE-00725;Almacen Central;2022-03-01;-51
CPE-00725;Almacen Central;2023-03-01;-97
CPE-00725;Almacen Punto de Venta 2;2024-08-01;7
CPE-00725;Almacen Punto de Venta 2;2025-08-01;-76
CPE-00726;Almacen Central;2024-04-01;-65
CPE-00726;Almacen Central;2025-02-01;-94
CPE-00726;Almacen Punto de Venta 2;2025-12-01;-33
CPE-00726;Almacen Punto de Ventas 1;2023-09-01;47
CPE-00726;Almacen Punto de Ventas 1;2024-03-01;-3
CPE-00727;Almacen Central;2020-02-01;27
CPE-00727;Almacen Punto de Venta 2;2023-02-01;76
CPE-00727;Almacen Punto de Venta 2;2025-07-01;45
CPE-00728;Almacen Central;2023-11-01;-84
CPE-00728;Almacen Central;2025-09-01;44
CPE-00728;Almacen Punto de Venta 2;2021-04-01;-44
CPE-00729;Almacen Punto de Venta 2;2022-07-01;-73
CPE-00729;Almacen Punto de Venta 2;2023-10-01;-93
CPE-00729;Almacen Punto de Venta 2;2023-12-01;69
CPE-00729;Almacen Punto de Ventas 1;2024-01-01;-81
CPE-00730;Almacen Central;2020-10-01;45
CPE-00730;Almacen Central;2024-07-01;-21
CPE-00730;Almacen Punto de Venta 2;2021-03-01;-37
CPE-00731;Almacen Punto de Venta 2;2022-08-01;-43
CPE-00731;Almacen Punto de Venta 2;2025-03-01;-79
CPE-00731;Almacen Punto de Ventas 1;2025-03-01;-47
CPE-00732;Almacen Punto de Venta 2;2020-02-01;-81
CPE-00732;Almacen Punto de Venta 2;2025-02-01;-26
CPE-00732;Almacen Punto de Ventas 1;2021-01-01;-23
CPE-00733;Almacen Punto de Venta 2;2021-05-01;-31
CPE-00733;Almacen Punto de Venta 2;2022-04-01;-14
CPE-00733;Almacen Punto de Ventas 1;2025-04-01;-19
CPE-00734;Almacen Central;2024-05-01;-92
CPE-00734;Almacen Central;2025-01-01;15
CPE-00734;Almacen Punto de Venta 2;2024-02-01;-17
CPE-00734;Almacen Punto de Ventas 1;2022-07-01;-36
CPE-00735;Almacen Central;2023-08-01;-16
CPE-00735;Almacen Central;2023-12-01;65
CPE-00735;Almacen Punto de Venta 2;2023-02-01;-74
CPE-00735;Almacen Punto de Ventas 1;2021-08-01;-72
CPE-00736;Almacen Central;2024-11-01;-56
CPE-00736;Almacen Punto de Venta 2;2021-11-01;-48
CPE-00736;Almacen Punto de Ventas 1;2022-12-01;-71
CPE-00736;Almacen Punto de Ventas 1;2023-01-01;-65
CPE-00737;Almacen Central;2024-01-01;-69
CPE-00737;Almacen Punto de Venta 2;2023-11-01;-19
CPE-00737;Almacen Punto de Ventas 1;2020-11-01;89
CPE-00831;Almacen Punto de Ventas 1;2020-09-01;-62
CPE-00832;Almacen Central;2023-08-01;-73
CPE-00832;Almacen Punto de Venta 2;2020-09-01;-19
CPE-00832;Almacen Punto de Venta 2;2025-05-01;-2
CPE-00832;Almacen Punto de Ventas 1;2023-04-01;-66
CPE-00832;Almacen Punto de Ventas 1;2024-07-01;91
CPE-00833;Almacen Central;2021-09-01;-15
CPE-00833;Almacen Central;2025-04-01;-29
CPE-00833;Almacen Central;2025-05-01;70
CPE-00833;Almacen Punto de Venta 2;2025-07-01;-41
CPE-00833;Almacen Punto de Ventas 1;2020-04-01;43
CPE-00833;Almacen Punto de Ventas 1;2021-09-01;-61
CPE-00834;Almacen Central;2023-06-01;17
CPE-00834;Almacen Central;2025-10-01;-4
CPE-00834;Almacen Punto de Venta 2;2022-01-01;-95
CPE-00834;Almacen Punto de Venta 2;2024-05-01;-80
CPE-00834;Almacen Punto de Venta 2;2024-06-01;99
CPE-00834;Almacen Punto de Ventas 1;2024-09-01;-46
CPE-00835;Almacen Punto de Venta 2;2022-12-01;-76
CPE-00835;Almacen Punto de Venta 2;2023-05-01;63
CPE-00835;Almacen Punto de Venta 2;2025-03-01;-39
CPE-00835;Almacen Punto de Ventas 1;2022-10-01;-7
CPE-00835;Almacen Punto de Ventas 1;2023-12-01;92
CPE-00836;Almacen Central;2022-08-01;-84
CPE-00836;Almacen Central;2025-12-01;3
CPE-00836;Almacen Punto de Ventas 1;2020-11-01;-74
CPE-00836;Almacen Punto de Ventas 1;2024-12-01;-50
CPE-00838;Almacen Central;2021-01-01;-77
CPE-00838;Almacen Central;2023-04-01;-92
CPE-00838;Almacen Punto de Ventas 1;2023-10-01;-3
CPE-00840;Almacen Punto de Ventas 1;2023-02-01;-8
CPE-00841;Almacen Central;2024-12-01;22
CPE-00841;Almacen Punto de Ventas 1;2025-08-01;-54
CPE-00842;Almacen Central;2021-03-01;-28
CPE-00842;Almacen Central;2022-08-01;-61
CPE-00842;Almacen Punto de Ventas 1;2023-04-01;-54
CPE-00843;Almacen Central;2025-03-01;83
CPE-00843;Almacen Punto de Venta 2;2023-10-01;-22
CPE-00844;Almacen Central;2020-06-01;32
CPE-00844;Almacen Central;2025-02-01;-40
CPE-00844;Almacen Punto de Venta 2;2020-07-01;17
CPE-00844;Almacen Punto de Ventas 1;2020-06-01;-93
CPE-00845;Almacen Central;2024-03-01;-83
CPE-00845;Almacen Punto de Ventas 1;2025-07-01;-43
CPE-00846;Almacen Central;2021-08-01;-5
CPE-00846;Almacen Central;2022-02-01;-51
CPE-00846;Almacen Punto de Venta 2;2023-03-01;-96
CPE-00846;Almacen Punto de Ventas 1;2023-02-01;13
CPE-00846;Almacen Punto de Ventas 1;2025-01-01;-77
CPE-00847;Almacen Punto de Venta 2;2020-07-01;-39
CPE-00847;Almacen Punto de Venta 2;2020-08-01;4
CPE-00847;Almacen Punto de Venta 2;2024-02-01;-34
CPE-00847;Almacen Punto de Venta 2;2024-08-01;-82
CPE-00847;Almacen Punto de Ventas 1;2023-09-01;53
CPE-00847;Almacen Punto de Ventas 1;2023-10-01;-94
CPE-00847;Almacen Punto de Ventas 1;2024-09-01;-82
CPE-00849;Almacen Punto de Venta 2;2021-12-01;-84
CPE-00850;Almacen Central;2020-06-01;-27
CPE-00850;Almacen Punto de Venta 2;2021-03-01;-81
CPE-00850;Almacen Punto de Venta 2;2022-01-01;85
CPE-00850;Almacen Punto de Venta 2;2025-06-01;-71
CPE-00851;Almacen Central;2021-12-01;-31
CPE-00851;Almacen Punto de Venta 2;2020-07-01;31
CPE-00860;Almacen Central;2025-03-01;-5
CPE-00860;Almacen Punto de Venta 2;2022-05-01;-99
CPE-00861;Almacen Central;2021-02-01;-49
CPE-00861;Almacen Central;2022-09-01;-77
CPE-00861;Almacen Punto de Venta 2;2021-08-01;-62
CPE-00861;Almacen Punto de Ventas 1;2022-04-01;-92
CPE-00862;Almacen Central;2020-07-01;98
CPE-00862;Almacen Punto de Venta 2;2021-07-01;-52
CPE-00863;Almacen Punto de Venta 2;2024-01-01;-26
CPE-00863;Almacen Punto de Ventas 1;2021-10-01;-60
CPE-00864;Almacen Central;2023-01-01;-49
CPE-00864;Almacen Punto de Venta 2;2025-02-01;-47
CPE-00864;Almacen Punto de Ventas 1;2022-05-01;-83
CPE-00865;Almacen Central;2024-11-01;-74
CPE-00865;Almacen Punto de Venta 2;2024-08-01;-91
CPE-00866;Almacen Punto de Venta 2;2021-04-01;68
CPE-00866;Almacen Punto de Venta 2;2021-11-01;-13
CPE-00866;Almacen Punto de Venta 2;2022-12-01;27
CPE-00866;Almacen Punto de Ventas 1;2021-07-01;-71
CPE-00866;Almacen Punto de Ventas 1;2025-08-01;-70
CPE-00867;Almacen Punto de Venta 2;2022-03-01;-69
CPE-00867;Almacen Punto de Venta 2;2023-07-01;68
CPE-00867;Almacen Punto de Ventas 1;2025-04-01;93
CPE-00868;Almacen Punto de Venta 2;2020-05-01;-90
CPE-00868;Almacen Punto de Venta 2;2023-05-01;-77
CPE-00868;Almacen Punto de Venta 2;2025-12-01;13
CPE-00870;Almacen Punto de Venta 2;2021-10-01;-81
CPE-00870;Almacen Punto de Ventas 1;2024-12-01;14
CPE-00871;Almacen Central;2020-07-01;64
CPE-00871;Almacen Central;2020-11-01;-37
CPE-00871;Almacen Central;2022-09-01;-92
CPE-00871;Almacen Punto de Venta 2;2021-01-01;-40
CPE-00871;Almacen Punto de Ventas 1;2024-06-01;47
CPE-00873;Almacen Central;2021-02-01;-17
CPE-00873;Almacen Punto de Ventas 1;2024-03-01;-45
CPE-00874;Almacen Punto de Venta 2;2020-07-01;-77
CPE-00874;Almacen Punto de Venta 2;2024-02-01;-93
CPE-00874;Almacen Punto de Ventas 1;2021-10-01;-9
CPE-00874;Almacen Punto de Ventas 1;2022-03-01;-97
CPE-00874;Almacen Punto de Ventas 1;2022-05-01;-71
CPE-00874;Almacen Punto de Ventas 1;2023-02-01;-21
CPE-00874;Almacen Punto de Ventas 1;2023-11-01;82
CPE-00888;Almacen Central;2020-09-01;-5
CPE-00888;Almacen Punto de Ventas 1;2022-05-01;-45
CPE-00889;Almacen Central;2023-04-01;-78
CPE-00889;Almacen Central;2025-09-01;-53
CPE-00889;Almacen Punto de Venta 2;2021-04-01;-90
CPE-00889;Almacen Punto de Ventas 1;2020-05-01;-5
CPE-00889;Almacen Punto de Ventas 1;2023-12-01;-98
CPE-00890;Almacen Central;2024-12-01;8
CPE-00890;Almacen Punto de Venta 2;2021-10-01;78
CPE-00890;Almacen Punto de Ventas 1;2022-07-01;20
CPE-00891;Almacen Punto de Ventas 1;2022-10-01;-96
CPE-00891;Almacen Punto de Ventas 1;2022-12-01;-38
CPE-00892;Almacen Punto de Venta 2;2025-03-01;32
CPE-00892;Almacen Punto de Ventas 1;2020-02-01;-32
CPE-00893;Almacen Central;2021-06-01;-56
CPE-00893;Almacen Central;2022-06-01;-11
CPE-00893;Almacen Punto de Venta 2;2020-06-01;-22
CPE-00893;Almacen Punto de Ventas 1;2020-01-01;78
CPE-00893;Almacen Punto de Ventas 1;2021-10-01;-26
CPE-00893;Almacen Punto de Ventas 1;2021-11-01;78
CPE-00893;Almacen Punto de Ventas 1;2022-02-01;-71
CPE-00893;Almacen Punto de Ventas 1;2023-01-01;46
CPE-00894;Almacen Central;2022-08-01;38
CPE-00894;Almacen Central;2024-06-01;-50
CPE-00894;Almacen Punto de Ventas 1;2024-11-01;-91
CPE-00895;Almacen Central;2025-04-01;52
CPE-00895;Almacen Punto de Venta 2;2020-07-01;-73
CPE-00895;Almacen Punto de Venta 2;2021-06-01;-49
CPE-00896;Almacen Central;2021-07-01;-92
CPE-00896;Almacen Central;2024-11-01;52
CPE-00896;Almacen Punto de Venta 2;2021-09-01;32
CPE-00896;Almacen Punto de Venta 2;2025-01-01;-41
CPE-00896;Almacen Punto de Venta 2;2025-04-01;-7
CPE-00896;Almacen Punto de Venta 2;2025-11-01;-10
CPE-00896;Almacen Punto de Ventas 1;2020-11-01;-60
CPE-00896;Almacen Punto de Ventas 1;2022-06-01;-30
CPE-00897;Almacen Central;2022-01-01;-66
CPE-00897;Almacen Central;2023-04-01;-28
CPE-00897;Almacen Central;2024-03-01;-11
CPE-00897;Almacen Punto de Venta 2;2024-04-01;43
CPE-00897;Almacen Punto de Ventas 1;2022-06-01;-78
CPE-00897;Almacen Punto de Ventas 1;2022-08-01;-74
CPE-00897;Almacen Punto de Ventas 1;2022-10-01;79
CPE-00898;Almacen Central;2020-12-01;-84
CPE-00898;Almacen Punto de Venta 2;2023-02-01;-83
CPE-00898;Almacen Punto de Venta 2;2023-04-01;-33
CPE-00899;Almacen Central;2021-05-01;-31
CPE-00899;Almacen Punto de Venta 2;2022-03-01;79
CPE-00900;Almacen Central;2020-10-01;-50
CPE-00900;Almacen Central;2022-10-01;-61
CPE-00900;Almacen Punto de Venta 2;2024-08-01;-64
CPE-00900;Almacen Punto de Venta 2;2024-11-01;-34
CPE-00900;Almacen Punto de Ventas 1;2020-04-01;53
CPE-00901;Almacen Punto de Venta 2;2024-09-01;-61
CPE-00901;Almacen Punto de Venta 2;2025-08-01;-59
CPE-00901;Almacen Punto de Ventas 1;2022-10-01;-45
CPE-00902;Almacen Central;2023-08-01;-50
CPE-00902;Almacen Punto de Venta 2;2024-11-01;-70
CPE-00902;Almacen Punto de Venta 2;2025-04-01;-89
CPE-00902;Almacen Punto de Ventas 1;2022-12-01;-20
CPE-00902;Almacen Punto de Ventas 1;2023-12-01;-20
CPE-00903;Almacen Central;2023-10-01;-88
CPE-00903;Almacen Central;2024-03-01;-92
CPE-00903;Almacen Central;2025-08-01;-2
CPE-00903;Almacen Punto de Venta 2;2021-11-01;-15
CPE-00903;Almacen Punto de Venta 2;2022-05-01;44
CPE-00904;Almacen Central;2022-12-01;-63
CPE-00904;Almacen Punto de Venta 2;2025-07-01;2
CPE-00904;Almacen Punto de Ventas 1;2022-08-01;-32
CPE-00905;Almacen Central;2022-07-01;-76
CPE-00905;Almacen Central;2024-03-01;-79
CPE-00905;Almacen Punto de Venta 2;2021-06-01;-30
CPE-00905;Almacen Punto de Ventas 1;2021-11-01;-91
CPE-00906;Almacen Central;2020-10-01;90
CPE-00906;Almacen Central;2025-07-01;-93
CPE-00906;Almacen Punto de Venta 2;2022-07-01;-84
CPE-00906;Almacen Punto de Venta 2;2025-05-01;-40
CPE-00906;Almacen Punto de Ventas 1;2021-06-01;-55
CPE-00906;Almacen Punto de Ventas 1;2022-12-01;-17
CPE-00906;Almacen Punto de Ventas 1;2024-07-01;-82
CPE-00907;Almacen Central;2020-05-01;-72
CPE-00907;Almacen Punto de Venta 2;2024-10-01;-71
CPE-00907;Almacen Punto de Venta 2;2025-10-01;-88
CPE-00907;Almacen Punto de Venta 2;2025-12-01;-35
CPE-00908;Almacen Central;2023-10-01;-55
CPE-00908;Almacen Punto de Venta 2;2025-02-01;-14
CPE-00908;Almacen Punto de Ventas 1;2025-04-01;19
CPE-00909;Almacen Central;2020-03-01;34
CPE-00909;Almacen Central;2022-04-01;-13
CPE-00909;Almacen Central;2025-02-01;-40
CPE-00909;Almacen Punto de Ventas 1;2020-12-01;-95
CPE-00909;Almacen Punto de Ventas 1;2023-11-01;60
CPE-00910;Almacen Punto de Ventas 1;2020-03-01;12
CPE-00910;Almacen Punto de Ventas 1;2023-06-01;-51
CPE-00911;Almacen Central;2021-09-01;-56
CPE-00911;Almacen Central;2025-11-01;-100
CPE-00912;Almacen Central;2021-03-01;45
CPE-00912;Almacen Punto de Venta 2;2021-12-01;-20
CPE-00912;Almacen Punto de Venta 2;2023-01-01;-63
CPE-00912;Almacen Punto de Venta 2;2025-04-01;96
CPE-00912;Almacen Punto de Ventas 1;2022-01-01;-38
CPE-00913;Almacen Central;2021-03-01;-71
CPE-00913;Almacen Punto de Venta 2;2024-07-01;-76
CPE-00914;Almacen Punto de Ventas 1;2022-02-01;-92
CPE-00915;Almacen Central;2022-02-01;-77
CPE-00915;Almacen Punto de Venta 2;2024-03-01;-59
CPE-00916;Almacen Punto de Ventas 1;2025-03-01;-98
CPE-00917;Almacen Punto de Venta 2;2023-05-01;-8
CPE-00917;Almacen Punto de Ventas 1;2020-06-01;-67
