Codigo;Descripcion;Fecha;Documento;Numero;Bodega;Entrada_unid;Salida_unid;Saldo_unid;Valor_Unitario;Costo_Unitario;precio_base;descuento_pct;valor_total;mes;trimestre
GA-00040;GABINETE ADOSABLE 350X450X150MM CIEGA (F. G. 1.50);2022-05-18;Guia de remision - R;DOC-57649;Almacen Punto de Venta 2;0;24;-24;3366,2417835090446;2019,7450701054267;3366,2417835090446;1,5549547699826727;80789,80280421706;5;2
CJBAME-00082;CAJA BANCO MEDIDOR 1420X260X200MM (F.G. 1.50);2022-05-19;Venta Tienda Sin Doc;DOC-60699;Almacen Punto de Ventas 1;0;6;-6;4608,529633354085;2765,1177800124506;4608,529633354085;1,5624970760512968;27651,177800124507;5;2
MD-00003;"MOLDE PARA SOLDADURA EXOTERMICA MOLDE TIPO T Para cable de  95mm  a 70mm varilla de cobre 3/4""";2022-05-19;Guia de remision - R;DOC-92839;Almacen Punto de Ventas 1;0;45;-45;4456,915589716492;2674,149353829895;4456,915589716492;4,790598240254521;200561,20153724213;5;2
CR-00076;CURVA VERTICAL INTERNA 90° 200X150MM (F.G. 1.50);2022-05-19;Guia de remision - R;DOC-58982;Almacen Central;0;5;-5;3844,582596478757;2306,749557887254;3844,582596478757;6,578968532517518;19222,912982393784;5;2
TAB-00013;TABLERO EMPOTRADO 24 POLOS RIEL (F.G. 0.90);2022-05-19;Venta Tienda Sin Doc;DOC-82269;Almacen Punto de Ventas 1;0;17;-17;4896,651683629643;2937,991010177786;4896,651683629643;7,225792021319844;83243,07862170393;5;2
ER-00001;ESPARRAGO ROSCADO 3/8 X 1.80 MTS;2022-05-20;Venta Tienda Sin Doc;DOC-24536;Almacen Punto de Ventas 1;0;47;-47;4622,713313985157;2773,627988391094;4622,713313985157;3,912382009942127;217267,52575730236;5;2
TBC-00034;"TUBERIA CONDUIT IMC 100MM/ 4"" X 3MTS-UL PESADO";2022-05-20;Salida por Consumo;DOC-82125;Almacen Punto de Ventas 1;0;19;-19;812,723558233842;487,6341349403052;812,723558233842;4,071650112754782;15441,747606443;5;2
TPTF-00014;TAPA TELEFONICA 300X250MM C / CHAPA PUSH (F.G. 1.50);2022-05-20;Entrada por Producci;DOC-95595;Almacen Central;19;0;19;3518,4948336386665;2111,0969001832;3518,4948336386665;9,090189452707664;66851,40183913466;5;2
CR-00074;CURVA HORIZONTAL RANURADA 650X100MM (F.G. 1.50);2022-05-21;Salida por Consumo;DOC-35554;Almacen Central;0;29;-29;2989,2807960481305;1793,5684776288783;2989,2807960481305;8,427083296291844;86689,14308539579;5;2
CR-00051;CURVA VERTICAL INTERNA 90° 650X100MM (F.G. 1.50);2022-05-21;Guia de remision - R;DOC-55103;Almacen Punto de Venta 2;0;36;-36;773,7169009252622;464,2301405551573;773,7169009252622;0,29045433679733335;27853,808433309438;5;2
TPB-0009;TAPA BISELADA 24X15 (F.G 0.90);2022-05-22;Entrada por Producci;DOC-58165;Almacen Central;0;5;-5;4942,679645065353;2965,6077870392114;4942,679645065353;4,2527344320634;24713,398225326764;5;2
CPE-00946;CAJA DE PASE 150X150X75MM 1 1/2 (F. G. 0.75);2022-05-22;Guia de remision - R;DOC-79796;Almacen Punto de Ventas 1;29;0;29;4530,663303857806;2718,3979823146833;4530,663303857806;0,7276192571631657;131389,23581187637;5;2
MD-00002;"MOLDE PARA SOLDADURA EXOTERMICA  MOLDE TIPO T  para cable de 70mm a 70mm  varilla de cobre  de 3/4""";2022-05-23;Venta Tienda Sin Doc;DOC-64683;Almacen Central;47;0;47;2008,7262069942242;1205,2357241965344;2008,7262069942242;0,43605052147381085;94410,13172872853;5;2
CPE-00329;CAJA DE PASE 600X600X150MM (F. G. 0.70);2022-05-23;Salida por Consumo;DOC-56206;Almacen Punto de Venta 2;0;21;-21;3486,1298506433945;2091,6779103860367;3486,1298506433945;3,7869551311922587;73208,72686351129;5;2
COC-00011;CONECTOR RECTO HUB  20MM  3/4;2022-05-24;Guia de remision - R;DOC-11877;Almacen Central;0;11;-11;415,18621358172294;249,11172814903375;415,18621358172294;5,048592248613323;4567,048349398952;5;2
'89;TAPA 250X250MM (F.G.0.75);2022-05-24;Guia de remision - R;DOC-20943;Almacen Punto de Venta 2;0;43;-43;538,5993831841041;323,15962991046246;538,5993831841041;7,271547705918281;23159,773476916478;5;2
CPE-00475;"CAJA DE PASE 250X250X100MM 1 1/4"" (F.G. 1.20)";2022-05-24;Venta Tienda Sin Doc;DOC-80771;Almacen Central;0;25;-25;3087,2303161686054;1852,3381897011632;3087,2303161686054;9,031330664378492;77180,75790421513;5;2
CPE-00035;CAJA DE PASE 150X150X50MM 3/4 (F. G. 0.90);2022-05-25;Entrada por Producci;DOC-17237;Almacen Central;0;11;-11;4402,903608292102;2641,742164975261;4402,903608292102;9,616890714404036;48431,93969121312;5;2
CPE-00197;CAJA DE PASE 550X500X130MM  CIEGA (F.G. 1.20);2022-05-25;Salida por Consumo;DOC-41926;Almacen Punto de Ventas 1;48;0;48;3440,019080351372;2064,011448210823;3440,019080351372;9,247760410548722;165120,91585686585;5;2
TR-00053;TEE HORIZONTAL 90° ESC 600X150MM C/TAPA (F.G. 1.50);2022-05-25;Guia de remision - R;DOC-74669;Almacen Punto de Ventas 1;9;0;9;1395,6795737627742;837,4077442576645;1395,6795737627742;9,78822297290406;12561,116163864968;5;2
TBC-00019;TUBERIA CONDUIT FLEXIBLE LIVIANO 50MM 2	;2022-05-25;Entrada por Compra;DOC-14738;Almacen Punto de Ventas 1;0;36;-36;2925,185455291991;1755,1112731751944;2925,185455291991;4,337594050038503;105306,67639051167;5;2
BANL-00005;BANDEJA LISA 150X60X2400MM C/TAPA (F.G. 1.20);2022-05-25;Venta Tienda Sin Doc;DOC-72660;Almacen Central;0;12;-12;1400,2899600426383;840,173976025583;1400,2899600426383;1,36148175135829;16803,47952051166;5;2
SCHU-0026;CAJA SCHUKO 130X75X55MM 1/2 (F. G. 1.50).;2022-05-26;Salida por Consumo;DOC-58862;Almacen Central;12;0;12;1554,9151035586622;932,9490621351972;1554,9151035586622;8,939164755166853;18658,981242703947;5;2
'56;BANDEJA RANURADA 700X100MM (F.G.1.50);2022-05-26;Entrada por Compra;DOC-63940;Almacen Punto de Ventas 1;0;36;-36;1561,0952079039935;936,657124742396;1561,0952079039935;8,11278042079559;56199,42748454376;5;2
CP-00058;CAJA DE PASE 350X350X100MM (F.G. 1.20);2022-05-26;Salida por Consumo;DOC-62239;Almacen Punto de Venta 2;0;7;-7;219,17716774312422;131,50630064587452;219,17716774312422;4,35045996914819;1534,2401742018694;5;2
CPE-00154;CAJA EQUIPOTENCIAL ADOSABLE 800X400X150MM (F.G. 1.50);2022-05-26;Entrada por Producci;DOC-54519;Almacen Central;0;26;-26;3577,051662453664;2146,2309974721984;3577,051662453664;6,340990188127385;93003,34322379527;5;2
CPE-01047;CAJA DE PASE 250X250X100MM CIEGA (F. G. 0.80).;2022-05-26;Entrada por Compra;DOC-95736;Almacen Punto de Ventas 1;0;33;-33;3267,7384817691927;1960,6430890615156;3267,7384817691927;5,903979886508849;107835,36989838336;5;2
CJBAME-00069;CAJA BANCO MEDIDOR 1150X350X210MM (F.G. 1.50);2022-05-27;Guia de remision - R;DOC-85068;Almacen Punto de Ventas 1;0;24;-24;4089,3962922885607;2453,6377753731363;4089,3962922885607;0,9570080801680247;98145,51101492546;5;2
CPE-00398;CAJA DE PASE 1200X300X250MM CIEGA (F. G. 1.20);2022-05-27;Venta Tienda Sin Doc;DOC-41440;Almacen Central;0;18;-18;2022,951032073653;1213,7706192441917;2022,951032073653;8,594137312891409;36413,11857732575;5;2
CTN-00003;CINTILLO DE NYLON 4.8 X 400mm;2022-05-28;Venta Tienda Sin Doc;DOC-46339;Almacen Punto de Ventas 1;0;27;-27;3112,621955116905;1867,573173070143;3112,621955116905;2,3689759565144906;84040,79278815644;5;2
GA-00069;GABINETE ADOSABLE 300X300X130MM CIEGA (F.G. 1.20);2022-05-28;Salida por Consumo;DOC-60328;Almacen Punto de Venta 2;0;6;-6;2820,222154611363;1692,1332927668177;2820,222154611363;7,276847811594541;16921,332927668176;5;2
REDUC-00038;REDUCCION RANURADA DE 700X150MM A 300X150MM C/T (F°G°1.50);2022-05-28;Salida por Consumo;DOC-76107;Almacen Punto de Ventas 1;0;46;-46;1853,6979714436459;1112,2187828661874;1853,6979714436459;6,199226271079911;85270,10668640771;5;2
CR-00023;CURVA HORIZONTAL 90° 1000X100MM (F.G. 1.20);2022-05-29;Entrada por Producci;DOC-53878;Almacen Punto de Ventas 1;0;33;-33;4031,469226575538;2418,881535945323;4031,469226575538;8,67916802821994;133038,48447699274;5;2
GA-00029;GABINETE ADOSABLE 350X350X200MM CIEGA (F. G. 1.20);2022-05-29;Entrada por Compra;DOC-60114;Almacen Central;0;42;-42;3219,7463851752195;1931,8478311051317;3219,7463851752195;8,684903819439322;135229,3481773592;5;2
BANR-00020;BANDEJA RANURADA 600X100MM (F.G. 1.20);2022-05-30;Entrada por Producci;DOC-51516;Almacen Punto de Ventas 1;48;0;48;3098,2704885116423;1858,9622931069853;3098,2704885116423;5,502985240657648;148716,98344855884;5;2
TPCH-00003;TAPA RECTANGULAR HERMETICA CONDULET 4X2;2022-05-30;Entrada por Producci;DOC-59975;Almacen Punto de Ventas 1;23;0;23;234,5337663303401;140,72025979820404;234,5337663303401;0,13046738520951506;5394,276625597822;5;2
ABZ-00029;"TIPO GOTA  MM/ "" -EMT";2022-05-30;Venta Tienda Sin Doc;DOC-61592;Almacen Punto de Venta 2;0;17;-17;1289,0105483489472;773,4063290093683;1289,0105483489472;4,226821919694856;21913,1793219321;5;2
CJBAME-00040;CAJA BANCO MEDIDOR 500X500X200MM CIEGA (F.G. 1.50);2022-05-30;Salida por Consumo;DOC-16775;Almacen Punto de Venta 2;48;0;48;3445,7990820527257;2067,4794492316355;3445,7990820527257;4,663149007188963;165398,35593853082;5;2
BANR-00062;BANDEJA RANURADA 80X50MM (F.G. 1.50);2022-05-31;Guia de remision - R;DOC-95093;Almacen Punto de Ventas 1;0;46;-46;1255,8093631894083;753,4856179136449;1255,8093631894083;7,941179136232717;57767,23070671278;5;2
CTF-00017;CAJA TELEF. 450X250X150MM C/CHAPA PUSH CIEGA (F. G. 0.70);2022-05-31;Salida por Consumo;DOC-28145;Almacen Punto de Ventas 1;0;31;-31;265,59125640221885;159,3547538413313;265,59125640221885;3,350168503510662;8233,328948468785;5;2
CPE-01017;CAJA GANG 100X100X50MM 3/4 S/TAPA (F.G 0.75).;2022-05-31;Salida por Consumo;DOC-18097;Almacen Punto de Venta 2;18;0;18;2811,3902234620705;1686,8341340772422;2811,3902234620705;0,48969598528935787;50605,024022317266;5;2
TPC-00045;TAPA CIEGA 150X150MM (F.G.1.50).;2022-05-31;Venta Tienda Sin Doc;DOC-61166;Almacen Central;0;2;-2;2596,9618918145306;1558,1771350887184;2596,9618918145306;0,33767351799155687;5193,923783629061;5;2
CR-00048;CURVA VERTICAL EXTERNA 600X100MM (F.G. 1.50);2022-05-31;Guia de remision - R;DOC-90219;Almacen Punto de Venta 2;0;41;-41;2820,962285691941;1692,5773714151644;2820,962285691941;0,5037579720954943;115659,45371336957;5;2
CJBAME-00137;BANCO DE MEDIDORES 1120X150X200MM CIEGA(F°G°1.50);2022-06-01;Entrada por Compra;DOC-70475;Almacen Central;1;0;1;1797,3676175966689;1078,4205705580014;1797,3676175966689;3,7087447011856534;1797,3676175966689;6;2
CPE-00050;CAJA DE PASE 150X150X100MM  HCO ESP (F. G. 1.20);2022-06-01;Venta Tienda Sin Doc;DOC-56060;Almacen Central;0;14;-14;3460,18023055876;2076,1081383352557;3460,18023055876;1,7485112965828709;48442,52322782264;6;2
TABA-00005;TABLERO DE DISTRIBUCION AZOTEA (TD-AZ- 1) (ADOSADO);2022-06-01;Entrada por Compra;DOC-57096;Almacen Punto de Venta 2;0;48;-48;3910,5968919102647;2346,358135146159;3910,5968919102647;7,553061650171584;187708,6508116927;6;2
GE-00014;GABINETE PARA EMPOTRAR 600X450X130MM (F.G. 1.20);2022-06-01;Guia de remision - R;DOC-42884;Almacen Punto de Venta 2;0;43;-43;1962,957216892544;1177,7743301355263;1962,957216892544;2,312107338513998;84407,1603263794;6;2
CPEH-00005;CAJA DE PASE 520X350X200MM HERMETICA (F.G. 1.50);2022-06-01;Entrada por Compra;DOC-60525;Almacen Punto de Ventas 1;0;28;-28;1046,183340204846;627,7100041229075;1046,183340204846;2,469824512895146;29293,133525735688;6;2
BANE-00011;BANDEJA ESCALERILLA 200X100X2400MM C/TAPA ( F. G. 1.20);2022-06-02;Venta Tienda Sin Doc;DOC-34994;Almacen Central;0;7;-7;624,4880957659752;374,6928574595851;624,4880957659752;8,698398025756436;4371,416670361827;6;2
TPC-00015;TAPA CIEGA 250X250MM (F.G. 0.75).;2022-06-02;Guia de remision - R;DOC-68765;Almacen Punto de Venta 2;0;11;-11;4842,964741571354;2905,7788449428126;4842,964741571354;1,3709037998501294;53272,6121572849;6;2
CR-00142;CURVA VERT. INTERNA 90° ESCAL. 200X80MM C/TAPA (F.G. 1.50);2022-06-02;Entrada por Compra;DOC-12670;Almacen Punto de Venta 2;0;24;-24;2624,575819829313;1574,7454918975877;2624,575819829313;5,424624649139207;62989,819675903505;6;2
TPC-00008;TAPA CIEGA RECT. (F. G. 1.15);2022-06-02;Venta Tienda Sin Doc;DOC-69354;Almacen Punto de Ventas 1;0;46;-46;3704,05374303524;2222,432245821144;3704,05374303524;6,0098253116608324;170386,47217962105;6;2
BANR-00062;BANDEJA RANURADA 80X50MM (F.G. 1.50);2022-06-03;Entrada por Compra;DOC-89093;Almacen Central;0;49;-49;490,6154996687096;294,36929980122574;490,6154996687096;3,94319761894931;24040,159483766773;6;2
TAB-00012;TABLERO PARA EMPOTRAR 8 POLOS RIEL DIN (F°G° 1.50);2022-06-03;Entrada por Producci;DOC-75470;Almacen Central;22;0;22;2853,5203561701155;1712,1122137020693;2853,5203561701155;8,890350274222106;62777,44783574254;6;2
TR-00049;TEE HORIZONTAL 90° ESC 200X85MM C/TAPA (F.G. 1.50);2022-06-03;Salida por Consumo;DOC-85672;Almacen Punto de Venta 2;38;0;38;1567,48631434223;940,4917886053379;1567,48631434223;4,272591961300542;59564,479945004736;6;2
CJBAME-00019;CAJA BANCO MEDIDOR 1000X350X200MM (F.G. 1.50);2022-06-03;Guia de remision - R;DOC-61253;Almacen Punto de Ventas 1;0;19;-19;771,2136356081454;462,72818136488723;771,2136356081454;7,7131621055646225;14653,059076554762;6;2
TABA-00015;TABLERO T-CINE (F.G. 1.20MM);2022-06-03;Entrada por Compra;DOC-13464;Almacen Punto de Ventas 1;0;6;-6;4059,0617496450786;2435,4370497870473;4059,0617496450786;9,274351102635443;24354,37049787047;6;2
CPE-00906;CAJA DE PASE 900X600X200MM CIEGA (F. G. 1.20);2022-06-04;Salida por Consumo;DOC-29204;Almacen Central;0;32;-32;3117,0434271615277;1870,2260562969166;3117,0434271615277;4,144515031957187;99745,38966916889;6;2
TPB-0005;TAPA BISELADA 200X200MM (F.G.0.75);2022-06-04;Guia de remision - R;DOC-84315;Almacen Central;0;43;-43;3257,2463785907175;1954,3478271544304;3257,2463785907175;5,055309086923174;140061,59427940086;6;2
CER 004;CAJA RECT 100X55X40MM 1/2 (F. G. 1.20).;2022-06-05;Entrada por Compra;DOC-30807;Almacen Punto de Venta 2;0;31;-31;3282,985452626125;1969,791271575675;3282,985452626125;3,7865350204039228;101772,54903140989;6;2
CABLE-00012;LSOH-90 CAB. 4MM2 750v AMARILLO- CELSA;2022-06-05;Venta Tienda Sin Doc;DOC-61009;Almacen Punto de Venta 2;0;23;-23;4843,339962250749;2906,003977350449;4843,339962250749;6,754239030167812;111396,81913176722;6;2
GE-00009;GABINETE PARA EMPOTRAR 300X300X150MM (F.G. 0.90);2022-06-05;Venta Tienda Sin Doc;DOC-61772;Almacen Punto de Ventas 1;0;15;-15;4067,7504642793674;2440,6502785676203;4067,7504642793674;7,193956555609992;61016,256964190514;6;2
CP-00012;CAJA DE PASE 100X100X50MM  3/4 (F.G. 1.50).;2022-06-05;Entrada por Producci;DOC-61779;Almacen Central;0;14;-14;2496,2589796270618;1497,755387776237;2496,2589796270618;5,122202181111303;34947,625714778864;6;2
GA-00041;GABINETE ADOSABLE 800X500X150MM CIEGA (F.G. 1.50);2022-06-05;Venta Tienda Sin Doc;DOC-27674;Almacen Punto de Venta 2;0;44;-44;950,7937907030399;570,476274421824;950,7937907030399;5,16168866691957;41834,92679093376;6;2
SCHU-0023;"CAJA RECT SCHUKO 100X55X50MM 1"" (F.G. 1.50)";2022-06-06;Entrada por Producci;DOC-30069;Almacen Punto de Venta 2;0;32;-32;300,775799249312;180,4654795495872;300,775799249312;4,280044361709359;9624,825575977984;6;2
TM-00016;CAJA POP UP 4 MODULOS;2022-06-06;Entrada por Producci;DOC-32076;Almacen Punto de Venta 2;0;50;-50;741,9786619571719;445,1871971743031;741,9786619571719;1,8543417034421106;37098,93309785859;6;2
PCP-0005;PUERTA DOBLE HOJA CON CHAPA PUSH 66X62CM (F.G.1.20);2022-06-06;Guia de remision - R;DOC-68243;Almacen Punto de Venta 2;0;49;-49;3802,4025752508664;2281,4415451505197;3802,4025752508664;5,323966344086374;186317,72618729246;6;2
BANL-00009;BANDEJA LISA 250X100MM (F.G. 1.50);2022-06-06;Venta Tienda Sin Doc;DOC-13815;Almacen Central;0;34;-34;3315,222161160447;1989,133296696268;3315,222161160447;7,302364269671563;112717,5534794552;6;2
MCN-00014;MARCADOR P/CABLE EC-1 LETRA F (ROLLOX1000 PZAS) CHS;2022-06-06;Venta Tienda Sin Doc;DOC-41026;Almacen Punto de Venta 2;0;50;-50;3616,0690319757305;2169,6414191854383;3616,0690319757305;7,364054180289187;180803,45159878652;6;2
TPC-00042;TAPA CIEGA 2000X200MM (F.G.1.20);2022-06-07;Guia de remision - R;DOC-55472;Almacen Central;49;0;49;3317,6996522730415;1990,6197913638248;3317,6996522730415;7,7490557506691164;162567,28296137904;6;2
CPE-00716;CAJA PASE 100X100X40MM CIEGA (F.G. 1.20);2022-06-07;Venta Tienda Sin Doc;DOC-52495;Almacen Punto de Venta 2;0;41;-41;566,5870993001254;339,95225958007524;566,5870993001254;5,2820851140260325;23230,07107130514;6;2
GA-00006;GABINETE ADOSABLE 300X300X100MM  ESP (F.G. 1.50);2022-06-07;Entrada por Compra;DOC-93483;Almacen Punto de Ventas 1;0;29;-29;3165,0731369875807;1899,0438821925484;3165,0731369875807;7,806909530345695;91787,12097263984;6;2
UPVC-00003;"UNION 1 1/2 "" / SAP MARCA TUBOPLAST";2022-06-07;Entrada por Producci;DOC-48845;Almacen Central;0;16;-16;1866,830303676943;1120,0981822061658;1866,830303676943;7,418712057786989;29869,284858831088;6;2
CPE-00431;CAJA DE PASE 650X350X150MM CIEGA (F.G. 0.90);2022-06-08;Guia de remision - R;DOC-56755;Almacen Punto de Ventas 1;7;0;7;4587,286487435476;2752,371892461286;4587,286487435476;4,689217591497499;32111,005412048333;6;2
CPE-01055;CAJA DE PASE 100X100X60MM 3/4 (F.G.1.50);2022-06-08;Venta Tienda Sin Doc;DOC-92548;Almacen Central;0;29;-29;837,772835181183;502,6637011087098;837,772835181183;6,4944386242014;24295,412220254308;6;2
TOR-00010;TORNILLO SPACK 5MMX1 (PARA CAJA OCTAGONALES);2022-06-08;Entrada por Compra;DOC-26348;Almacen Punto de Venta 2;40;0;40;304,1229383933942;182,4737630360365;304,1229383933942;5,620802882627045;12164,917535735767;6;2
CPE-00487;CAJA DE PASE 450X450X150MM CIEGA (F. G. 1.50);2022-06-09;Guia de remision - R;DOC-63725;Almacen Punto de Venta 2;33;0;33;163,73476922820598;98,24086153692359;163,73476922820598;2,121213820837319;5403,247384530797;6;2
CP-00054;CAJA DE PASE 300X300X100MM CIEGA (F. G. 1.50).;2022-06-09;Entrada por Compra;DOC-38551;Almacen Punto de Venta 2;0;37;-37;4725,412939062545;2835,247763437527;4725,412939062545;9,915456933024988;174840,27874531416;6;2
VLLA-00002;ESPARRAGO ROSCADO 1/2 X 3.00 MTS;2022-06-10;Guia de remision - R;DOC-87570;Almacen Punto de Ventas 1;0;29;-29;2085,549509580196;1251,3297057481177;2085,549509580196;7,628753787099044;60480,93577782569;6;2
TP-0013;TAPA CIEGA 300X500MM (F.G. 0.75);2022-06-10;Entrada por Compra;DOC-50776;Almacen Punto de Venta 2;0;47;-47;3777,570837797102;2266,542502678261;3777,570837797102;4,900784450447542;177545,82937646378;6;2
REDUC-00036;REDUCCION RANURADA DE 600X150MM A 500X150MM C/T (F°G°1.50);2022-06-10;Guia de remision - R;DOC-17001;Almacen Punto de Venta 2;0;21;-21;2850,3584354509244;1710,2150612705545;2850,3584354509244;0,685497283064399;59857,527144469415;6;2
'17;PLUMON FAB 23 NEGRO;2022-06-11;Entrada por Producci;DOC-35789;Almacen Central;0;27;-27;2614,313130040377;1568,5878780242263;2614,313130040377;7,771317857734672;70586,45451109018;6;2
COC-00028;"CONECTOR HERMETICO RECTO 15MM/ 1/2"" LIQUID TIGHT";2022-06-11;Salida por Consumo;DOC-97959;Almacen Central;27;0;27;4331,564143220615;2598,9384859323686;4331,564143220615;9,074631479169483;116952,2318669566;6;2
BANR-00106;BANDEJA RANURADA 120X80X2400MM C/TAPA (F.G. 1.50);2022-06-11;Entrada por Producci;DOC-87677;Almacen Central;0;29;-29;4330,47731744585;2598,2863904675096;4330,47731744585;3,338870721453626;125583,84220592964;6;2
TPB-0002;TAPA BISELADA 260X260MM (F.G.1.20);2022-06-11;Entrada por Producci;DOC-25474;Almacen Punto de Venta 2;0;24;-24;1894,4757036633637;1136,6854221980182;1894,4757036633637;0,17800533504558347;45467,41688792073;6;2
CP-00057;CAJA DE PASE 350X120X75MM (F.G. 1.20);2022-06-11;Venta Tienda Sin Doc;DOC-13200;Almacen Punto de Venta 2;0;9;-9;4467,741955545473;2680,6451733272834;4467,741955545473;9,726123810689288;40209,67759990925;6;2
GA-00018;GABINETE ADOSABLE 1100X700X150 CIEGA (F.G.1.50);2022-06-12;Entrada por Compra;DOC-16573;Almacen Punto de Ventas 1;0;39;-39;829,8357921983935;497,9014753190361;829,8357921983935;7,176854097952857;32363,595895737348;6;2
CP-00037;CAJA DE PASE 200X200X125MM (F. G. 1.50);2022-06-12;Guia de remision - R;DOC-31887;Almacen Punto de Ventas 1;40;0;40;2637,801496738007;1582,680898042804;2637,801496738007;2,291143501223627;105512,05986952028;6;2
CTF-E-00010;CAJA TELEF. 1100X600X150MM (F.G. 1.20);2022-06-12;Salida por Consumo;DOC-63419;Almacen Punto de Ventas 1;0;24;-24;974,0240263580173;584,4144158148104;974,0240263580173;6,037664399619037;23376,576632592416;6;2
GA-00063;GABINETE ADOSABLE 600X600X150MM (F.G. 1.50);2022-06-12;Venta Tienda Sin Doc;DOC-12814;Almacen Punto de Ventas 1;0;7;-7;2705,6123344050543;1623,3674006430326;2705,6123344050543;0,5419137241189254;18939,28634083538;6;2
TR-00016;TEE RANURADA 350X100MM (F.G. 1.50);2022-06-12;Guia de remision - R;DOC-45587;Almacen Punto de Venta 2;0;35;-35;4478,128484906932;2686,8770909441587;4478,128484906932;2,943791915752767;156734,4969717426;6;2
TPC-00038;TAPA CIEGA 250X300MM (F.G.0.70);2022-06-13;Entrada por Producci;DOC-54634;Almacen Punto de Venta 2;0;47;-47;1135,3725567749284;681,223534064957;1135,3725567749284;9,765304114043422;53362,510168421635;6;2
CJBAME-00073;CAJA BANCO MEDIDOR 1250X250X200MM CIEGA (F.G. 1.50);2022-06-13;Entrada por Producci;DOC-98023;Almacen Punto de Venta 2;33;0;33;2224,1840792208654;1334,5104475325193;2224,1840792208654;4,886589040671648;73398,07461428856;6;2
REDUC-00057;REDUCCION DE 450X100MM A 350X100MM C/TAPA (F°G°1.50);2022-06-13;Entrada por Compra;DOC-92651;Almacen Punto de Venta 2;0;2;-2;4686,391525182058;2811,8349151092348;4686,391525182058;7,442091084490343;9372,783050364116;6;2
CPE-00052;CAJA DE PASE 150X150X150MM (F. G. 0.75);2022-06-13;Entrada por Producci;DOC-49526;Almacen Punto de Ventas 1;42;0;42;234,01727097167364;140,41036258300417;234,01727097167364;4,734889244019598;9828,725380810292;6;2
CP-00104;CAJA DE PASE 100X100X80MM CIEGA (F. G. 1.20);2022-06-13;Entrada por Producci;DOC-59667;Almacen Punto de Venta 2;0;15;-15;2502,9459096976534;1501,767545818592;2502,9459096976534;2,0421610201119744;37544,188645464805;6;2
GA-00053;GABINETE ADOSABLE 700X700X160MM CIEGA (F. G. 1.50);2022-06-14;Venta Tienda Sin Doc;DOC-45096;Almacen Central;0;30;-30;1750,0800834727863;1050,0480500836718;1750,0800834727863;3,09428607832978;52502,40250418359;6;2
CERCD-00003;CAJA OCTOGONAL CONDUIT 3/4 (ALUMINIO);2022-06-14;Entrada por Producci;DOC-72361;Almacen Punto de Venta 2;0;19;-19;4377,3506572962015;2626,410394377721;4377,3506572962015;1,8116272245979703;83169,66248862783;6;2
CPE-00667;CAJA DE PASE 600X600X400MM CIEGA (F. G. 1.20)	;2022-06-14;Guia de remision - R;DOC-22170;Almacen Punto de Venta 2;38;0;38;1853,943598870846;1112,3661593225077;1853,943598870846;8,610071150998749;70449,85675709214;6;2
CTF-00019;CAJA TELEF. 450X250X120MM (F.G. 1.50);2022-06-14;Guia de remision - R;DOC-29222;Almacen Punto de Ventas 1;0;25;-25;862,2561546572831;517,3536927943699;862,2561546572831;6,84867613219449;21556,403866432076;6;2
CPE-00589;CAJA DE PASE 300X250X170MM CIEGA (F. G. 0.75);2022-06-14;Entrada por Compra;DOC-54700;Almacen Punto de Venta 2;0;28;-28;1956,4843941564725;1173,8906364938834;1956,4843941564725;8,977029414101978;54781,56303638123;6;2
CJBAME-00119;CAJA BANCO MEDIDOR 1100X200X200MM CIEGA (F.G. 1.50);2022-06-15;Entrada por Producci;DOC-23210;Almacen Punto de Ventas 1;0;16;-16;2137,030701234669;1282,2184207408013;2137,030701234669;4,1284136243318414;34192,4912197547;6;2
CJBAME-00106;CAJA BANCO MEDIDOR 4280X200X210MM CIEGA (F.G. 1.50);2022-06-15;Salida por Consumo;DOC-50529;Almacen Punto de Venta 2;0;31;-31;3496,773718205419;2098,064230923251;3496,773718205419;6,521440006748787;108399,98526436798;6;2
CPE-00495;CAJA DE PASE 200X200X150MM CIEGA (F. G. 0.75).;2022-06-15;Guia de remision - R;DOC-82337;Almacen Punto de Venta 2;0;9;-9;3219,871871226098;1931,9231227356586;3219,871871226098;9,256134731806402;28978,84684103488;6;2
CR-00093;CURVA VERTICAL INTERNA 90° 250X100MM (F.G. 1.50);2022-06-15;Salida por Consumo;DOC-35746;Almacen Central;0;41;-41;152,74722160787104;91,64833296472263;152,74722160787104;0,8543504619188225;6262,6360859227125;6;2
CJBAME-00039;CAJA BANCO MEDIDOR 500X200X200MM CIEGA (F.G. 1.50);2022-06-15;Salida por Consumo;DOC-49122;Almacen Central;0;21;-21;3249,923845666365;1949,954307399819;3249,923845666365;4,566064222193652;68248,40075899367;6;2
TR-00029;TEE ESCALERILLA CON REDUCCION 800X800X400MM C/TAPA (F.G. 1.50);2022-06-16;Entrada por Compra;DOC-66011;Almacen Central;0;33;-33;4169,856538658522;2501,9139231951135;4169,856538658522;3,709764277998869;137605,26577573124;6;2
CPE-00981;CAJA DE PASE 450X300X120MM CIEGA (F.G. 1.20);2022-06-16;Salida por Consumo;DOC-47407;Almacen Central;0;28;-28;2621,718650361512;1573,0311902169071;2621,718650361512;5,07816201519552;73408,12221012234;6;2
